Zone_ID,Hour_of_Day,Day_of_Week,Weather_Condition,Package_Type,Package_Weight_Kg,Is_Express,Is_Medical,Package_Volume_Demand,Traffic_Delay_Minutes
Zone_5,10,1,Clear,Standard,0.61,0,0,67,39.1
Zone_6,5,2,Clear,Express,5.21,1,0,41,8.2
Zone_3,5,0,Clear,Express,15.42,1,0,23,6.9
Zone_1,23,5,Clear,Standard,18.97,0,0,17,13.6
Zone_3,22,4,Clear,Standard,21.83,0,0,36,7.6
Zone_3,11,0,Clear,Standard,22.54,0,0,49,33.8
Zone_6,15,6,Clear,Standard,12.07,0,0,59,14.4
Zone_4,15,1,Clear,Standard,8.45,0,0,58,5.6
Zone_7,9,6,Rainy,Standard,15.95,0,0,56,46.7
Zone_2,16,6,Clear,Standard,16.7,0,0,39,17.7
Zone_4,19,5,Clear,Standard,13.32,0,0,20,34.6
Zone_8,22,0,Clear,Standard,3.18,0,0,40,18.5
Zone_6,1,5,Clear,Standard,4.48,0,0,27,8.9
Zone_10,12,4,Overcast,Standard,20.25,0,0,79,24.7
Zone_3,16,1,Clear,Standard,7.24,0,0,61,9.3
Zone_10,8,6,Overcast,Standard,23.18,0,0,46,42.3
Zone_2,14,1,Rainy,Standard,19.23,0,0,60,26.3
Zone_3,6,6,Clear,Standard,17.67,0,0,24,6.8
Zone_1,12,0,Clear,Standard,7.99,0,0,40,6.9
Zone_1,9,2,Rainy,Standard,11.32,0,0,55,49.2
Zone_2,21,1,Rainy,Standard,19.21,0,0,30,29.9
Zone_3,22,3,Rainy,Standard,2.11,0,0,29,26.8
Zone_9,17,1,Rainy,Standard,14.28,0,0,80,43.4
Zone_8,9,5,Clear,Standard,11.09,0,0,56,33.1
Zone_9,17,3,Clear,Standard,2.09,0,0,74,46.9
Zone_7,13,2,Clear,Standard,2.29,0,0,66,14.4
Zone_7,18,6,Clear,Standard,24.89,0,0,57,46.8
Zone_5,21,4,Clear,Express,6.84,1,0,42,15.6
Zone_7,0,5,Clear,Standard,23.27,0,0,32,17.0
Zone_4,3,3,Clear,Medical,20.31,0,1,32,4.1
Zone_5,23,3,Overcast,Standard,15.21,0,0,35,14.2
Zone_1,23,4,Clear,Standard,12.46,0,0,28,14.8
Zone_4,13,1,Clear,Standard,3.17,0,0,65,8.8
Zone_3,4,6,Rainy,Standard,16.04,0,0,25,16.5
Zone_2,22,6,Rainy,Standard,15.95,0,0,19,23.9
Zone_2,4,3,Rainy,Standard,0.64,0,0,28,27.6
Zone_8,19,3,Clear,Express,18.78,1,0,50,39.7
Zone_1,21,4,Overcast,Standard,0.34,0,0,32,20.0
Zone_8,13,1,Rainy,Standard,2.63,0,0,73,29.7
Zone_9,7,0,Clear,Standard,17.3,0,0,39,13.3
Zone_6,11,5,Rainy,Standard,0.32,0,0,51,48.4
Zone_1,16,3,Clear,Standard,17.19,0,0,50,16.1
Zone_10,2,2,Clear,Standard,2.27,0,0,56,21.5
Zone_7,3,4,Clear,Standard,13.53,0,0,48,16.3
Zone_5,4,6,Rainy,Standard,6.84,0,0,22,30.9
Zone_9,0,3,Clear,Standard,18.17,0,0,56,14.9
Zone_7,23,1,Clear,Standard,0.8,0,0,47,20.6
Zone_5,1,2,Overcast,Standard,1.01,0,0,36,18.5
Zone_2,4,6,Clear,Medical,24.5,0,1,21,13.3
Zone_4,18,0,Clear,Standard,23.51,0,0,51,27.2
Zone_2,4,2,Clear,Standard,18.58,0,0,30,8.3
Zone_9,21,5,Overcast,Standard,14.44,0,0,40,18.6
Zone_2,12,5,Clear,Standard,12.88,0,0,45,10.2
Zone_2,4,3,Clear,Standard,20.46,0,0,34,9.5
Zone_2,7,2,Clear,Express,11.97,1,0,30,19.1
Zone_1,20,0,Clear,Standard,9.25,0,0,13,26.9
Zone_9,8,1,Overcast,Medical,8.71,0,1,51,51.3
Zone_8,14,0,Clear,Express,21.59,1,0,59,18.9
Zone_2,2,5,Clear,Express,16.15,1,0,14,18.0
Zone_2,0,6,Rainy,Standard,19.5,0,0,22,27.1
Zone_5,19,5,Overcast,Medical,3.96,0,1,30,51.4
Zone_4,6,0,Rainy,Standard,8.11,0,0,20,21.8
Zone_2,12,6,Clear,Standard,14.61,0,0,47,11.6
Zone_8,2,4,Clear,Standard,2.86,0,0,44,15.1
Zone_8,9,4,Clear,Standard,2.03,0,0,77,30.3
Zone_4,23,5,Rainy,Standard,3.83,0,0,25,14.3
Zone_4,17,0,Rainy,Standard,16.0,0,0,52,31.2
Zone_9,15,2,Overcast,Express,24.74,1,0,75,20.9
Zone_4,8,2,Clear,Express,21.27,1,0,38,33.0
Zone_10,14,0,Clear,Standard,17.37,0,0,69,19.5
Zone_9,13,6,Clear,Standard,9.35,0,0,66,19.7
Zone_3,18,2,Overcast,Standard,3.71,0,0,58,26.4
Zone_2,5,6,Clear,Standard,16.29,0,0,19,9.3
Zone_8,6,1,Clear,Medical,12.16,0,1,49,2.8
Zone_3,4,6,Foggy,Standard,21.65,0,0,16,34.3
Zone_2,12,2,Clear,Medical,19.39,0,1,59,10.9
Zone_8,4,2,Overcast,Standard,13.21,0,0,49,12.4
Zone_8,13,6,Rainy,Standard,12.85,0,0,60,30.9
Zone_5,0,0,Overcast,Standard,0.72,0,0,25,23.6
Zone_9,19,2,Clear,Express,1.66,1,0,47,25.6
Zone_6,0,2,Clear,Standard,4.68,0,0,46,15.6
Zone_5,8,4,Overcast,Express,15.63,1,0,36,51.3
Zone_3,8,4,Rainy,Standard,10.37,0,0,29,35.8
Zone_7,14,2,Clear,Standard,22.17,0,0,75,18.6
Zone_9,4,2,Overcast,Standard,24.32,0,0,48,17.7
Zone_4,20,5,Rainy,Standard,18.7,0,0,26,49.4
Zone_7,20,0,Clear,Standard,16.02,0,0,34,39.2
Zone_3,6,1,Rainy,Standard,11.86,0,0,36,22.8
Zone_2,21,4,Clear,Standard,5.37,0,0,32,17.2
Zone_1,1,3,Overcast,Express,22.65,1,0,24,20.0
Zone_6,10,2,Clear,Standard,4.59,0,0,65,22.9
Zone_5,9,3,Clear,Standard,22.48,0,0,67,36.8
Zone_2,18,0,Clear,Standard,21.98,0,0,39,37.8
Zone_3,4,3,Clear,Express,2.96,1,0,29,12.1
Zone_9,22,6,Clear,Standard,12.29,0,0,38,10.2
Zone_3,14,1,Overcast,Standard,14.3,0,0,60,15.1
Zone_7,1,1,Overcast,Standard,11.53,0,0,46,15.7
Zone_1,10,5,Clear,Express,2.35,1,0,39,47.4
Zone_7,3,0,Clear,Standard,11.0,0,0,36,14.7
Zone_9,16,4,Clear,Standard,12.94,0,0,72,14.4
Zone_8,22,6,Clear,Medical,2.31,0,1,31,18.3
Zone_7,1,6,Overcast,Standard,14.72,0,0,33,21.4
Zone_10,23,2,Clear,Standard,14.52,0,0,50,13.3
Zone_8,9,6,Clear,Standard,20.14,0,0,59,45.7
Zone_4,10,3,Rainy,Express,16.37,1,0,63,45.6
Zone_2,0,0,Clear,Standard,19.87,0,0,16,11.0
Zone_9,17,6,Overcast,Standard,16.01,0,0,64,43.0
Zone_3,23,1,Overcast,Standard,22.57,0,0,32,5.8
Zone_4,4,6,Clear,Standard,13.55,0,0,21,5.8
Zone_7,4,5,Clear,Standard,17.47,0,0,37,10.5
Zone_2,22,1,Clear,Medical,12.8,0,1,29,9.9
Zone_8,3,0,Overcast,Medical,22.98,0,1,33,21.8
Zone_10,8,6,Clear,Standard,17.99,0,0,45,46.2
Zone_8,18,6,Clear,Standard,9.42,0,0,65,38.4
Zone_5,23,0,Clear,Express,2.21,1,0,27,13.5
Zone_9,2,6,Clear,Standard,0.19,0,0,40,10.9
Zone_8,14,0,Foggy,Standard,15.7,0,0,63,31.3
Zone_1,23,3,Clear,Standard,7.75,0,0,23,14.7
Zone_9,13,1,Rainy,Standard,16.66,0,0,74,23.4
Zone_5,0,0,Clear,Standard,8.23,0,0,27,14.8
Zone_9,9,2,Rainy,Standard,4.84,0,0,75,47.7
Zone_9,12,0,Rainy,Standard,24.55,0,0,64,25.6
Zone_10,22,0,Foggy,Standard,4.79,0,0,41,43.2
Zone_10,11,3,Clear,Standard,10.05,0,0,78,37.3
Zone_3,0,5,Rainy,Standard,11.52,0,0,24,21.5
Zone_8,1,4,Rainy,Standard,18.95,0,0,49,27.7
Zone_7,10,6,Clear,Standard,19.11,0,0,53,35.5
Zone_7,11,1,Clear,Express,3.2,1,0,67,46.4
Zone_10,0,5,Clear,Standard,9.61,0,0,46,20.1
Zone_2,9,0,Clear,Standard,21.73,0,0,43,29.6
Zone_2,2,6,Clear,Express,13.84,1,0,16,12.9
Zone_2,8,3,Overcast,Standard,2.09,0,0,35,29.0
Zone_2,16,4,Rainy,Medical,16.88,0,1,57,23.3
Zone_4,18,4,Clear,Standard,7.39,0,0,57,27.1
Zone_7,17,4,Clear,Medical,24.55,0,1,66,42.1
Zone_2,4,0,Clear,Express,9.29,1,0,18,13.0
Zone_5,6,6,Clear,Medical,8.48,0,1,30,15.1
Zone_7,14,5,Rainy,Standard,10.17,0,0,54,31.7
Zone_9,5,0,Overcast,Express,2.99,1,0,37,20.0
Zone_8,4,3,Clear,Standard,23.6,0,0,46,9.1
Zone_9,18,1,Overcast,Standard,1.31,0,0,81,30.2
Zone_7,12,3,Clear,Standard,19.43,0,0,71,17.2
Zone_3,6,6,Rainy,Standard,18.7,0,0,22,16.2
Zone_1,1,4,Rainy,Standard,23.55,0,0,23,18.1
Zone_10,5,5,Clear,Standard,7.4,0,0,39,21.5
Zone_7,14,2,Rainy,Standard,4.22,0,0,68,27.8
Zone_6,4,1,Clear,Standard,4.99,0,0,43,9.8
Zone_2,23,3,Clear,Standard,0.5,0,0,30,18.7
Zone_1,22,1,Overcast,Medical,0.62,0,1,25,12.6
Zone_10,4,2,Foggy,Standard,18.67,0,0,51,50.0
Zone_4,3,4,Rainy,Medical,17.11,0,1,40,24.7
Zone_4,12,3,Clear,Express,11.02,1,0,57,8.6
Zone_6,23,1,Clear,Express,23.14,1,0,44,10.2
Zone_5,17,1,Rainy,Standard,13.4,0,0,69,56.1
Zone_9,0,6,Clear,Standard,1.13,0,0,43,11.3
Zone_8,2,0,Clear,Medical,23.75,0,1,33,13.7
Zone_9,6,4,Clear,Standard,18.06,0,0,51,20.8
Zone_10,0,5,Clear,Express,0.28,1,0,42,20.3
Zone_7,20,3,Clear,Express,11.13,1,0,42,28.1
Zone_9,13,4,Rainy,Standard,11.94,0,0,77,28.6
Zone_3,14,5,Clear,Medical,12.22,0,1,50,7.4
Zone_9,15,0,Clear,Standard,10.35,0,0,66,14.9
Zone_2,4,5,Rainy,Standard,22.76,0,0,20,13.9
Zone_9,2,2,Clear,Standard,6.86,0,0,49,20.2
Zone_6,16,5,Foggy,Standard,10.23,0,0,51,38.9
Zone_4,4,6,Clear,Standard,3.97,0,0,25,1.8
Zone_2,23,4,Clear,Standard,10.3,0,0,33,6.5
Zone_10,21,0,Clear,Standard,9.0,0,0,41,24.0
Zone_3,0,2,Clear,Standard,15.05,0,0,33,18.5
Zone_5,12,4,Clear,Express,11.1,1,0,69,18.2
Zone_9,20,2,Overcast,Standard,4.92,0,0,55,32.5
Zone_7,17,6,Clear,Standard,23.79,0,0,58,32.5
Zone_3,0,5,Clear,Medical,9.71,0,1,21,10.1
Zone_4,18,3,Clear,Express,13.44,1,0,57,19.9
Zone_2,20,1,Rainy,Medical,24.47,0,1,28,50.6
Zone_8,22,5,Clear,Standard,6.07,0,0,31,14.4
Zone_6,5,2,Clear,Standard,4.96,0,0,45,4.6
Zone_3,8,1,Clear,Standard,10.35,0,0,31,30.9
Zone_5,13,6,Clear,Standard,19.58,0,0,47,20.0
Zone_5,21,3,Overcast,Express,24.17,1,0,39,15.3
Zone_1,10,5,Clear,Standard,10.28,0,0,39,24.7
Zone_5,3,5,Clear,Medical,15.31,0,1,31,14.7
Zone_6,6,2,Foggy,Standard,23.38,0,0,42,38.0
Zone_10,17,1,Clear,Standard,18.99,0,0,84,48.5
Zone_10,17,2,Clear,Standard,19.8,0,0,78,35.2
Zone_2,5,0,Clear,Express,20.86,1,0,18,10.7
Zone_3,4,2,Rainy,Standard,24.35,0,0,35,19.3
Zone_10,5,2,Clear,Standard,14.13,0,0,50,16.0
Zone_5,1,5,Clear,Standard,19.52,0,0,28,19.4
Zone_3,1,4,Overcast,Standard,12.92,0,0,34,15.7
Zone_5,0,4,Clear,Standard,4.06,0,0,40,11.0
Zone_5,17,3,Overcast,Medical,9.81,0,1,68,45.8
Zone_8,9,3,Clear,Standard,13.35,0,0,73,40.5
Zone_10,6,6,Clear,Standard,0.33,0,0,38,19.9
Zone_9,1,3,Rainy,Standard,18.65,0,0,51,25.5
Zone_8,18,1,Clear,Standard,3.69,0,0,69,40.6
Zone_3,21,3,Clear,Express,10.54,1,0,31,2.2
Zone_1,21,3,Rainy,Standard,16.75,0,0,31,29.6
Zone_3,9,4,Clear,Standard,0.33,0,0,55,19.8
Zone_1,11,2,Clear,Standard,23.15,0,0,51,47.3
Zone_9,11,5,Clear,Express,23.1,1,0,67,34.5
Zone_3,14,3,Clear,Standard,16.59,0,0,61,7.3
Zone_8,17,3,Clear,Express,15.72,1,0,73,41.1
Zone_6,22,2,Foggy,Medical,18.89,0,1,43,34.4
Zone_3,0,4,Clear,Standard,9.39,0,0,32,7.6
Zone_9,5,5,Clear,Standard,14.59,0,0,42,11.9
Zone_8,8,4,Clear,Standard,20.75,0,0,53,38.7
Zone_3,23,2,Rainy,Standard,22.34,0,0,35,22.8
Zone_7,5,4,Overcast,Express,3.15,1,0,46,11.4
Zone_5,5,5,Clear,Express,11.26,1,0,30,13.4
Zone_2,5,4,Overcast,Express,22.3,1,0,29,18.5
Zone_8,15,0,Clear,Standard,0.87,0,0,64,15.3
Zone_1,14,1,Overcast,Express,9.88,1,0,54,9.2
Zone_4,7,2,Clear,Express,15.52,1,0,33,11.4
Zone_4,1,1,Rainy,Standard,13.61,0,0,41,20.7
Zone_10,10,6,Overcast,Express,23.86,1,0,66,47.6
Zone_5,8,2,Overcast,Medical,20.96,0,1,43,31.4
Zone_4,15,0,Clear,Standard,16.42,0,0,48,3.7
Zone_1,23,5,Rainy,Standard,4.9,0,0,10,15.3
Zone_7,1,2,Clear,Standard,10.44,0,0,42,18.5
Zone_10,10,2,Overcast,Express,8.21,1,0,76,36.3
Zone_2,23,2,Rainy,Standard,12.62,0,0,34,28.9
Zone_10,16,0,Foggy,Standard,10.72,0,0,63,50.9
Zone_3,5,5,Overcast,Standard,17.74,0,0,19,15.5
Zone_5,5,4,Rainy,Standard,20.4,0,0,44,32.8
Zone_8,8,6,Clear,Medical,13.7,0,1,40,32.0
Zone_10,20,6,Rainy,Standard,18.84,0,0,41,57.5
Zone_8,0,3,Clear,Standard,18.51,0,0,51,13.8
Zone_2,11,5,Rainy,Standard,10.68,0,0,47,42.0
Zone_9,10,1,Clear,Medical,2.18,0,1,76,25.9
Zone_6,16,1,Clear,Standard,14.84,0,0,72,3.4
Zone_9,6,6,Clear,Standard,15.09,0,0,36,19.5
Zone_4,3,6,Rainy,Standard,1.53,0,0,21,20.8
Zone_3,8,6,Foggy,Standard,12.96,0,0,25,48.3
Zone_5,18,1,Clear,Standard,0.65,0,0,66,40.3
Zone_5,14,3,Overcast,Standard,6.29,0,0,69,19.0
Zone_4,5,4,Clear,Medical,3.84,0,1,41,6.6
Zone_7,3,0,Overcast,Standard,16.38,0,0,30,17.4
Zone_8,4,2,Clear,Standard,3.17,0,0,49,14.8
Zone_5,20,2,Clear,Standard,15.72,0,0,42,41.8
Zone_9,12,4,Overcast,Standard,8.57,0,0,74,11.5
Zone_7,4,0,Overcast,Standard,20.31,0,0,32,13.5
Zone_7,1,6,Clear,Standard,14.48,0,0,30,20.8
Zone_8,10,5,Clear,Standard,20.21,0,0,61,34.4
Zone_4,17,2,Rainy,Standard,22.37,0,0,64,54.7
Zone_10,14,5,Clear,Standard,1.54,0,0,62,12.1
Zone_6,16,0,Clear,Standard,24.11,0,0,51,11.4
Zone_5,16,4,Clear,Standard,2.98,0,0,60,16.4
Zone_1,19,4,Clear,Standard,14.4,0,0,29,32.5
Zone_9,18,4,Clear,Standard,12.91,0,0,81,45.6
Zone_2,19,2,Clear,Express,15.99,1,0,29,38.0
Zone_6,15,0,Rainy,Express,12.84,1,0,57,21.2
Zone_8,10,1,Clear,Standard,1.04,0,0,75,43.7
Zone_3,21,1,Rainy,Standard,4.48,0,0,37,15.4
Zone_5,16,2,Clear,Express,22.54,1,0,63,21.5
Zone_7,7,3,Clear,Standard,20.25,0,0,43,16.1
Zone_4,7,3,Clear,Standard,14.77,0,0,39,7.5
Zone_5,22,4,Clear,Standard,7.0,0,0,43,24.3
Zone_1,11,0,Clear,Express,13.89,1,0,35,24.7
Zone_4,14,1,Clear,Medical,11.88,0,1,63,4.4
Zone_7,3,4,Overcast,Standard,22.65,0,0,41,20.9
Zone_10,7,5,Clear,Standard,2.8,0,0,44,22.4
Zone_7,14,5,Rainy,Standard,1.59,0,0,54,21.0
Zone_10,4,2,Clear,Standard,2.37,0,0,53,25.1
Zone_10,21,3,Clear,Standard,19.67,0,0,54,13.6
Zone_4,9,6,Overcast,Express,10.97,1,0,52,37.7
Zone_6,23,2,Clear,Express,16.49,1,0,44,8.1
Zone_5,20,0,Clear,Standard,2.03,0,0,25,46.3
Zone_1,19,0,Clear,Standard,4.05,0,0,17,27.0
Zone_8,23,0,Clear,Standard,14.94,0,0,37,14.9
Zone_7,18,3,Overcast,Standard,19.22,0,0,75,39.9
Zone_5,14,3,Overcast,Medical,10.68,0,1,60,20.3
Zone_10,5,4,Clear,Standard,9.06,0,0,54,18.6
Zone_10,8,2,Rainy,Standard,8.19,0,0,52,56.4
Zone_7,5,1,Clear,Express,21.43,1,0,42,17.8
Zone_10,8,1,Overcast,Standard,16.19,0,0,50,50.7
Zone_3,7,6,Clear,Standard,6.43,0,0,21,7.2
Zone_8,15,1,Overcast,Standard,23.62,0,0,73,12.0
Zone_5,9,6,Clear,Standard,1.58,0,0,49,38.0
Zone_2,8,3,Clear,Standard,12.27,0,0,34,33.5
Zone_2,7,4,Clear,Standard,6.61,0,0,34,13.3
Zone_4,13,6,Clear,Standard,17.94,0,0,44,15.4
Zone_7,22,6,Rainy,Standard,21.41,0,0,28,21.5
Zone_10,6,0,Clear,Standard,7.03,0,0,44,22.1
Zone_4,10,0,Overcast,Standard,4.53,0,0,53,24.0
Zone_9,19,4,Foggy,Standard,10.78,0,0,52,59.8
Zone_2,15,3,Clear,Standard,20.27,0,0,60,11.0
Zone_6,16,1,Overcast,Standard,13.84,0,0,66,14.7
Zone_4,22,2,Clear,Standard,2.11,0,0,32,8.3
Zone_6,7,5,Clear,Medical,21.37,0,1,31,3.8
Zone_10,11,5,Overcast,Standard,4.2,0,0,64,49.1
Zone_9,16,6,Clear,Standard,9.18,0,0,66,12.7
Zone_10,14,5,Clear,Standard,17.45,0,0,67,12.9
Zone_9,6,3,Clear,Standard,3.01,0,0,54,17.3
Zone_9,22,1,Clear,Standard,5.46,0,0,54,19.2
Zone_9,18,0,Overcast,Express,20.95,1,0,61,35.6
Zone_3,16,4,Clear,Express,19.36,1,0,57,3.1
Zone_9,22,4,Overcast,Standard,17.78,0,0,49,17.4
Zone_3,12,1,Clear,Express,13.78,1,0,60,11.6
Zone_10,7,3,Clear,Medical,17.35,0,1,56,18.7
Zone_3,21,1,Foggy,Standard,1.99,0,0,30,33.8
Zone_5,13,3,Overcast,Standard,11.33,0,0,61,17.1
Zone_6,22,0,Clear,Medical,3.01,0,1,28,2.9
Zone_9,7,6,Clear,Standard,4.02,0,0,35,22.4
Zone_1,13,4,Clear,Standard,20.27,0,0,51,7.3
Zone_8,4,6,Overcast,Standard,7.86,0,0,40,17.1
Zone_4,11,6,Clear,Standard,4.04,0,0,47,33.4
Zone_10,19,5,Clear,Medical,8.43,0,1,44,37.7
Zone_7,10,3,Clear,Standard,15.83,0,0,73,34.3
Zone_6,3,0,Clear,Standard,23.75,0,0,30,3.7
Zone_6,19,2,Foggy,Standard,14.18,0,0,38,53.1
Zone_7,1,1,Overcast,Express,5.76,1,0,48,25.3
Zone_4,9,3,Clear,Standard,3.27,0,0,60,22.4
Zone_6,9,1,Clear,Standard,8.61,0,0,70,34.8
Zone_3,6,1,Overcast,Standard,4.02,0,0,35,12.4
Zone_5,23,4,Clear,Standard,4.27,0,0,36,15.2
Zone_2,11,5,Clear,Standard,0.28,0,0,45,36.7
Zone_3,22,1,Clear,Standard,21.55,0,0,32,13.0
Zone_9,15,2,Clear,Standard,4.45,0,0,79,14.9
Zone_6,9,6,Clear,Standard,16.83,0,0,56,43.6
Zone_3,7,6,Rainy,Standard,5.85,0,0,18,22.2
Zone_2,7,6,Clear,Standard,4.14,0,0,19,15.2
Zone_5,4,4,Rainy,Medical,20.65,0,1,42,38.1
Zone_10,3,1,Clear,Standard,6.36,0,0,54,20.9
Zone_5,20,2,Clear,Standard,23.83,0,0,36,47.6
Zone_1,11,3,Overcast,Standard,1.31,0,0,53,27.5
Zone_3,10,0,Clear,Standard,17.33,0,0,46,22.9
Zone_7,14,2,Overcast,Express,5.32,1,0,67,16.9
Zone_9,12,3,Clear,Standard,10.54,0,0,74,18.5
Zone_5,0,3,Overcast,Express,13.86,1,0,42,17.9
Zone_4,4,3,Clear,Standard,14.23,0,0,32,7.6
Zone_3,5,0,Clear,Standard,13.53,0,0,25,8.8
Zone_10,12,1,Clear,Standard,7.41,0,0,77,17.4
Zone_9,9,1,Clear,Standard,20.45,0,0,76,44.3
Zone_7,11,6,Clear,Standard,21.42,0,0,53,26.5
Zone_7,2,1,Foggy,Standard,5.42,0,0,48,37.8
Zone_8,10,5,Overcast,Standard,15.59,0,0,59,30.1
Zone_10,23,2,Foggy,Express,22.14,1,0,50,47.2
Zone_1,23,6,Clear,Express,15.04,1,0,11,15.1
Zone_4,14,0,Clear,Standard,3.05,0,0,51,4.7
Zone_5,16,4,Clear,Medical,2.06,0,1,67,11.8
Zone_5,4,0,Clear,Standard,17.23,0,0,24,18.9
Zone_1,4,5,Clear,Medical,11.2,0,1,16,10.0
Zone_3,22,4,Clear,Medical,20.72,0,1,29,9.6
Zone_2,10,3,Foggy,Express,24.81,1,0,52,58.9
Zone_7,7,1,Clear,Standard,10.99,0,0,47,11.1
Zone_5,10,4,Overcast,Standard,22.18,0,0,62,44.8
Zone_3,22,1,Clear,Express,14.29,1,0,29,7.8
Zone_8,21,0,Clear,Express,20.64,1,0,31,9.3
Zone_1,19,1,Clear,Standard,3.03,0,0,24,42.7
Zone_1,14,6,Clear,Standard,22.01,0,0,43,14.9
Zone_6,8,5,Rainy,Standard,15.08,0,0,28,33.9
Zone_1,17,6,Overcast,Standard,10.72,0,0,39,26.0
Zone_4,5,6,Clear,Standard,23.13,0,0,28,10.2
Zone_6,5,1,Clear,Express,12.19,1,0,46,3.5
Zone_1,10,5,Clear,Standard,16.28,0,0,44,36.5
Zone_9,19,2,Clear,Standard,6.45,0,0,48,30.2
Zone_4,2,4,Clear,Standard,22.81,0,0,37,9.2
Zone_9,10,2,Clear,Medical,5.56,0,1,79,43.9
Zone_9,2,0,Clear,Express,7.65,1,0,40,11.2
Zone_6,17,6,Overcast,Medical,21.23,0,1,51,43.6
Zone_7,2,6,Overcast,Standard,9.49,0,0,32,18.7
Zone_1,19,6,Overcast,Express,3.25,1,0,13,37.4
Zone_5,9,5,Clear,Standard,16.24,0,0,49,29.5
Zone_3,3,5,Overcast,Standard,2.28,0,0,22,13.0
Zone_10,22,3,Clear,Standard,21.79,0,0,58,25.1
Zone_10,3,3,Overcast,Standard,24.57,0,0,50,28.0
Zone_6,23,1,Clear,Standard,2.09,0,0,44,5.4
Zone_4,0,3,Clear,Standard,16.49,0,0,41,3.7
Zone_9,16,2,Clear,Standard,11.18,0,0,81,18.0
Zone_7,5,6,Clear,Standard,20.83,0,0,34,13.1
Zone_4,3,5,Clear,Standard,20.69,0,0,28,12.6
Zone_6,21,5,Clear,Express,6.74,1,0,25,10.3
Zone_2,8,1,Rainy,Standard,12.97,0,0,30,48.1
Zone_3,9,1,Clear,Standard,22.14,0,0,55,36.8
Zone_7,4,6,Rainy,Standard,15.91,0,0,32,30.6
Zone_4,7,4,Rainy,Standard,22.78,0,0,35,17.9
Zone_10,17,1,Clear,Standard,7.68,0,0,83,40.8
Zone_7,23,6,Overcast,Standard,14.33,0,0,31,18.7
Zone_9,7,3,Clear,Express,5.82,1,0,54,11.4
Zone_5,17,4,Overcast,Standard,17.97,0,0,68,36.9
Zone_1,6,5,Rainy,Standard,22.34,0,0,19,27.6
Zone_5,7,2,Clear,Standard,17.36,0,0,39,16.7
Zone_6,6,3,Clear,Standard,1.47,0,0,42,7.8
Zone_2,21,3,Clear,Standard,9.82,0,0,33,12.1
Zone_8,18,5,Clear,Standard,15.96,0,0,57,38.3
Zone_2,10,6,Clear,Standard,16.15,0,0,42,38.2
Zone_9,10,3,Rainy,Standard,18.39,0,0,79,55.0
Zone_2,2,2,Overcast,Express,8.38,1,0,33,12.8
Zone_3,23,6,Clear,Standard,11.46,0,0,23,10.0
Zone_8,19,4,Rainy,Express,12.44,1,0,48,50.4
Zone_6,12,4,Overcast,Express,3.08,1,0,72,2.4
Zone_1,23,3,Overcast,Express,24.32,1,0,29,15.9
Zone_4,9,1,Overcast,Standard,3.52,0,0,59,25.3
Zone_5,5,1,Clear,Standard,20.47,0,0,40,24.4
Zone_3,2,5,Clear,Medical,15.91,0,1,21,8.2
Zone_1,9,3,Foggy,Express,20.03,1,0,57,57.0
Zone_3,1,1,Clear,Express,1.5,1,0,30,9.6
Zone_9,0,2,Clear,Standard,0.88,0,0,50,10.1
Zone_2,11,6,Clear,Express,13.01,1,0,44,31.9
Zone_1,3,4,Clear,Express,0.27,1,0,32,9.2
Zone_7,23,2,Clear,Standard,4.52,0,0,49,13.9
Zone_7,19,3,Clear,Standard,20.49,0,0,50,30.3
Zone_5,23,1,Overcast,Standard,7.3,0,0,40,22.9
Zone_2,23,3,Overcast,Medical,18.42,0,1,28,18.8
Zone_1,10,2,Clear,Express,5.28,1,0,49,21.3
Zone_5,0,4,Clear,Standard,24.83,0,0,41,12.0
Zone_10,15,6,Clear,Standard,15.67,0,0,62,23.2
Zone_4,5,0,Clear,Express,11.28,1,0,21,9.4
Zone_9,14,3,Clear,Standard,2.17,0,0,79,10.3
Zone_5,9,3,Foggy,Standard,11.15,0,0,61,51.7
Zone_10,23,3,Clear,Express,13.07,1,0,54,17.6
Zone_2,7,3,Foggy,Standard,11.78,0,0,31,29.5
Zone_4,16,4,Clear,Medical,6.58,0,1,61,9.1
Zone_9,23,6,Clear,Express,5.87,1,0,38,10.9
Zone_8,12,4,Clear,Standard,20.61,0,0,71,19.0
Zone_3,8,2,Clear,Standard,23.23,0,0,29,40.0
Zone_8,5,0,Clear,Express,21.19,1,0,32,17.4
Zone_2,22,3,Clear,Standard,5.03,0,0,29,12.9
Zone_3,21,2,Clear,Standard,6.54,0,0,38,8.0
Zone_5,20,4,Clear,Standard,10.32,0,0,36,37.7
Zone_10,16,1,Clear,Standard,14.55,0,0,79,15.7
Zone_10,1,5,Overcast,Standard,2.87,0,0,44,17.0
Zone_8,17,6,Clear,Express,7.7,1,0,59,42.1
Zone_1,15,4,Rainy,Standard,15.92,0,0,53,22.2
Zone_4,5,4,Rainy,Standard,3.33,0,0,33,26.6
Zone_1,2,1,Clear,Standard,8.86,0,0,23,12.9
Zone_1,2,1,Clear,Express,13.09,1,0,27,16.8
Zone_5,13,2,Clear,Standard,7.99,0,0,63,11.3
Zone_6,9,0,Foggy,Express,17.55,1,0,54,56.2
Zone_1,9,0,Rainy,Standard,0.12,0,0,39,53.7
Zone_6,1,6,Rainy,Standard,21.31,0,0,34,21.7
